Dispatch_id,Ticket_type,Order_type,Priority,Required_skill,Status,Street,City,County,State,Postal_code,Customer_latitude,Customer_longitude,Appointment_start_datetime,Appointment_end_datetime,Duration_min,Assigned_technician_id,Optimized_technician_id,Resolution_type,Optimization_status,Optimization_timestamp,Optimization_confidence
200003694,Trouble,,Low,Network support,Pending,7302 Washington St,Chicago,CHICAGO,IL,22275,41.884059,-87.412153,2025-11-28 15:45:00,2025-11-28 17:15:00,90,T900042,,,pending,,
200003695,Trouble,,Critical,Line repair,In Progress,1970 Washington St,Philadelphia,PHILADELPHIA,PA,13160,40.183668,-75.231166,2026-01-11 12:00:00,2026-01-11 12:30:00,30,T900084,,,pending,,
200003696,Order,upgrade,Normal,Equipment upgrade,In Progress,544 Elm St,Los Angeles,LOS ANGELES,CA,81742,34.281184,-118.005393,2025-12-27 10:45:00,2025-12-27 11:45:00,60,T900023,,,pending,,
200003697,Trouble,,Low,Network support,In Progress,6898 Main St,New York,NEW YORK,NY,60913,40.451669,-74.32537,2025-11-13 15:00:00,2025-11-13 15:30:00,30,T900003,,,pending,,
200003698,Order,upgrade,Normal,Equipment upgrade,Pending,9384 Main St,Los Angeles,LOS ANGELES,CA,86019,33.695642,-118.361822,2025-12-01 14:00:00,2025-12-01 15:00:00,60,T900020,,,pending,,
200003699,Order,install,Normal,Copper ONT installation,In Progress,823 Main St,New York,NEW YORK,NY,57333,40.653569,-74.012751,2025-12-13 10:00:00,2025-12-13 12:00:00,120,T900013,,,pending,,
200003700,Order,install,Normal,Copper ONT installation,In Progress,6518 Elm St,Houston,HOUSTON,TX,64105,29.710894,-95.342978,2025-12-14 15:00:00,2025-12-14 15:30:00,30,T900057,,,pending,,
200003701,Trouble,,Critical,Network troubleshooting,Pending,6588 Oak St,New York,NEW YORK,NY,57266,40.936413,-74.305442,2025-12-19 16:45:00,2025-12-19 18:45:00,120,T900014,,,pending,,
200003702,Trouble,,Critical,Network troubleshooting,Pending,9675 Washington St,Phoenix,PHOENIX,AZ,57156,33.527752,-112.215561,2025-12-04 14:00:00,2025-12-04 16:00:00,120,T900069,,,pending,,
200003703,Order,install,Normal,Fiber ONT installation,In Progress,4003 Washington St,San Diego,SAN DIEGO,CA,66599,32.917143,-117.137315,2025-11-29 15:30:00,2025-11-29 17:00:00,90,T900113,,,pending,,
200003704,Order,install,Normal,Copper ONT installation,In Progress,3979 Oak St,Philadelphia,PHILADELPHIA,PA,85920,39.85356,-75.435718,2025-12-16 11:45:00,2025-12-16 12:45:00,60,T900076,,,pending,,
200003705,Trouble,,Low,Network support,In Progress,5772 Main St,Houston,HOUSTON,TX,78240,30.044406,-95.114749,2025-11-29 08:00:00,2025-11-29 10:00:00,120,T900053,,,pending,,
200003706,Trouble,,Low,Network support,In Progress,8136 Oak St,Austin,AUSTIN,TX,49657,30.618152,-97.884677,2025-12-20 15:00:00,2025-12-20 17:00:00,120,T900137,,,pending,,
200003707,Order,upgrade,Normal,Equipment upgrade,Pending,6698 Washington St,Austin,AUSTIN,TX,37988,30.169341,-97.513626,2025-11-30 14:15:00,2025-11-30 15:15:00,60,T900149,,,pending,,
200003708,Trouble,,Critical,Line repair,In Progress,5335 Washington St,New York,NEW YORK,NY,62199,40.571318,-74.285437,2025-11-25 11:30:00,2025-11-25 12:00:00,30,T900003,,,pending,,
200003709,Trouble,,Low,Network support,In Progress,2680 Elm St,Chicago,CHICAGO,IL,40859,41.788461,-87.890315,2026-01-23 12:45:00,2026-01-23 13:15:00,30,T900038,,,pending,,
200003710,Trouble,,Critical,Network troubleshooting,Pending,2895 Oak St,Philadelphia,PHILADELPHIA,PA,42773,39.857893,-75.404102,2025-12-11 12:00:00,2025-12-11 12:30:00,30,T900088,,,pending,,
200003711,Trouble,,Critical,Network troubleshooting,In Progress,5543 Washington St,Chicago,CHICAGO,IL,96055,41.862288,-87.887542,2025-12-14 09:00:00,2025-12-14 11:00:00,120,T900039,,,pending,,
200003712,Trouble,,Critical,Network troubleshooting,Pending,4907 Washington St,Phoenix,PHOENIX,AZ,96279,33.231927,-111.969263,2026-01-15 14:30:00,2026-01-15 15:30:00,60,T900071,,,pending,,
200003713,Trouble,,Critical,Network troubleshooting,In Progress,9319 Main St,Dallas,DALLAS,TX,57005,33.134659,-96.716001,2026-01-24 12:45:00,2026-01-24 13:15:00,30,T900127,,,pending,,
200003714,Trouble,,Low,Network support,Pending,2408 Washington St,Phoenix,PHOENIX,AZ,76899,33.277323,-112.317511,2026-01-15 10:30:00,2026-01-15 12:30:00,120,T900074,,,pending,,
200003715,Order,install,Normal,Copper ONT installation,Pending,8584 Washington St,San Antonio,SAN ANTONIO,TX,14780,29.414512,-98.654711,2026-01-15 15:30:00,2026-01-15 16:00:00,30,T900104,,,pending,,
200003716,Trouble,,Critical,Line repair,In Progress,5757 Washington St,Houston,HOUSTON,TX,72891,29.973028,-95.416486,2025-12-12 09:00:00,2025-12-12 09:30:00,30,T900053,,,pending,,
200003717,Trouble,,Low,Network support,Pending,1635 Elm St,Philadelphia,PHILADELPHIA,PA,80805,40.247127,-75.176973,2025-12-07 08:30:00,2025-12-07 09:00:00,30,T900075,,,pending,,
200003718,Trouble,,Critical,Network troubleshooting,Pending,1396 Washington St,Dallas,DALLAS,TX,32245,32.580037,-97.131499,2026-01-02 10:45:00,2026-01-02 11:45:00,60,T900131,,,pending,,
200003719,Trouble,,Critical,Network troubleshooting,In Progress,1214 Elm St,Dallas,DALLAS,TX,28179,32.921071,-96.600996,2026-01-31 14:00:00,2026-01-31 14:30:00,30,T900133,,,pending,,
200003720,Order,upgrade,Normal,Equipment upgrade,Pending,3662 Main St,Houston,HOUSTON,TX,22567,29.528257,-95.413459,2025-12-17 15:30:00,2025-12-17 16:00:00,30,T900053,,,pending,,
200003721,Trouble,,Critical,Network troubleshooting,Pending,3613 Oak St,Chicago,CHICAGO,IL,76968,41.669319,-87.333721,2026-01-08 12:30:00,2026-01-08 13:00:00,30,T900033,,,pending,,
200003722,Order,install,Normal,Copper ONT installation,In Progress,4545 Elm St,San Diego,SAN DIEGO,CA,63936,32.514246,-116.802772,2026-01-15 12:30:00,2026-01-15 14:00:00,90,T900111,,,pending,,
200003723,Order,upgrade,Normal,Equipment upgrade,In Progress,7728 Elm St,Phoenix,PHOENIX,AZ,73473,33.603272,-112.110481,2025-12-15 11:30:00,2025-12-15 13:00:00,90,T900060,,,pending,,
200003724,Order,upgrade,Normal,Equipment upgrade,Pending,967 Main St,Phoenix,PHOENIX,AZ,95766,33.312579,-112.038971,2025-12-26 10:45:00,2025-12-26 12:15:00,90,T900060,,,pending,,
200003725,Trouble,,Critical,Network troubleshooting,Pending,5571 Main St,Chicago,CHICAGO,IL,42085,41.650906,-87.385526,2026-01-15 14:00:00,2026-01-15 14:30:00,30,T900040,,,pending,,
200003726,Order,install,Normal,Fiber ONT installation,In Progress,4190 Oak St,Dallas,DALLAS,TX,65473,32.649074,-96.817209,2025-12-30 08:15:00,2025-12-30 08:45:00,30,T900120,,,pending,,
200003727,Trouble,,Critical,Line repair,In Progress,1380 Washington St,Los Angeles,LOS ANGELES,CA,80879,34.233583,-118.280426,2025-12-26 15:00:00,2025-12-26 15:30:00,30,T900027,,,pending,,
200003728,Order,install,Normal,Copper ONT installation,Pending,4208 Main St,Houston,HOUSTON,TX,32548,29.548166,-95.098993,2026-01-10 10:30:00,2026-01-10 11:30:00,60,T900048,,,pending,,
200003729,Trouble,,Critical,Network troubleshooting,Pending,852 Washington St,San Antonio,SAN ANTONIO,TX,87647,29.526305,-98.262501,2026-01-17 08:30:00,2026-01-17 09:00:00,30,T900093,,,pending,,
200003730,Trouble,,Critical,Network troubleshooting,In Progress,7459 Main St,San Diego,SAN DIEGO,CA,20330,32.862737,-117.253237,2025-11-25 10:00:00,2025-11-25 11:00:00,60,T900116,,,pending,,
200003731,Trouble,,Critical,Line repair,Pending,4577 Oak St,Phoenix,PHOENIX,AZ,99152,33.543444,-112.159127,2026-01-13 13:15:00,2026-01-13 14:45:00,90,T900063,,,pending,,
200003732,Order,install,Normal,Fiber ONT installation,Pending,1471 Elm St,New York,NEW YORK,NY,26784,40.956063,-73.871582,2026-01-09 16:30:00,2026-01-09 17:30:00,60,T900007,,,pending,,
200003733,Order,install,Normal,Copper ONT installation,Pending,3498 Washington St,Houston,HOUSTON,TX,28116,29.599039,-95.084263,2026-01-15 09:00:00,2026-01-15 11:00:00,120,T900059,,,pending,,
200003734,Order,install,Normal,Fiber ONT installation,In Progress,5426 Washington St,Houston,HOUSTON,TX,47721,29.618463,-95.133299,2026-01-11 15:45:00,2026-01-11 17:15:00,90,T900049,,,pending,,
200003735,Order,install,Normal,Copper ONT installation,In Progress,7281 Main St,Phoenix,PHOENIX,AZ,62490,33.767454,-111.867093,2025-12-07 13:45:00,2025-12-07 15:45:00,120,T900067,,,pending,,
200003736,Order,install,Normal,Fiber ONT installation,Pending,4212 Elm St,New York,NEW YORK,NY,62129,41.045017,-73.865639,2025-11-13 16:00:00,2025-11-13 16:30:00,30,T900007,,,pending,,
200003737,Order,upgrade,Normal,Equipment upgrade,Pending,5587 Main St,San Antonio,SAN ANTONIO,TX,55804,29.111236,-98.710923,2026-01-01 09:30:00,2026-01-01 11:30:00,120,T900090,,,pending,,
200003738,Trouble,,Critical,Network troubleshooting,In Progress,5950 Elm St,Austin,AUSTIN,TX,52306,30.094168,-97.823212,2025-11-22 13:15:00,2025-11-22 13:45:00,30,T900148,,,pending,,
200003739,Order,install,Normal,Copper ONT installation,Pending,1130 Oak St,Philadelphia,PHILADELPHIA,PA,36056,40.108486,-75.006761,2025-12-04 16:45:00,2025-12-04 18:15:00,90,T900085,,,pending,,
200003740,Order,install,Normal,Fiber ONT installation,In Progress,4179 Main St,San Diego,SAN DIEGO,CA,51212,33.004921,-117.251186,2026-01-15 08:30:00,2026-01-15 10:00:00,90,T900108,,,pending,,
200003741,Order,upgrade,Normal,Equipment upgrade,In Progress,9400 Elm St,Houston,HOUSTON,TX,82734,29.815907,-95.608723,2025-12-21 11:30:00,2025-12-21 13:30:00,120,T900055,,,pending,,
200003742,Trouble,,Low,Network support,In Progress,2705 Main St,Los Angeles,LOS ANGELES,CA,32767,34.241008,-117.978059,2025-12-27 15:45:00,2025-12-27 16:15:00,30,T900020,,,pending,,
200003743,Order,upgrade,Normal,Equipment upgrade,In Progress,1200 Oak St,Dallas,DALLAS,TX,28366,32.987667,-96.788958,2026-01-20 13:30:00,2026-01-20 14:30:00,60,T900122,,,pending,,
200003744,Trouble,,Low,Network support,In Progress,2736 Elm St,Philadelphia,PHILADELPHIA,PA,43643,40.040465,-75.263377,2025-11-29 08:15:00,2025-11-29 10:15:00,120,T900084,,,pending,,
200003745,Order,install,Normal,Copper ONT installation,Pending,6843 Elm St,Austin,AUSTIN,TX,70186,30.280397,-97.864369,2026-01-03 11:15:00,2026-01-03 12:15:00,60,T900138,,,pending,,
200003746,Order,install,Normal,Copper ONT installation,Pending,9778 Main St,Philadelphia,PHILADELPHIA,PA,45181,39.606534,-75.087125,2025-12-17 14:00:00,2025-12-17 16:00:00,120,T900085,,,pending,,
200003747,Order,upgrade,Normal,Equipment upgrade,In Progress,7429 Washington St,Chicago,CHICAGO,IL,16056,41.799496,-87.498959,2025-11-15 11:45:00,2025-11-15 12:45:00,60,T900037,,,pending,,
200003748,Trouble,,Critical,Network troubleshooting,Pending,7885 Elm St,New York,NEW YORK,NY,51237,40.908202,-74.317974,2025-12-07 14:45:00,2025-12-07 16:45:00,120,T900014,,,pending,,
200003749,Order,install,Normal,Copper ONT installation,Pending,7920 Main St,Dallas,DALLAS,TX,20220,32.419897,-96.696861,2025-11-15 16:15:00,2025-11-15 17:15:00,60,T900124,,,pending,,
200003750,Order,install,Normal,Fiber ONT installation,Pending,6082 Oak St,Chicago,CHICAGO,IL,28538,41.670932,-87.936841,2025-11-19 13:30:00,2025-11-19 15:30:00,120,T900038,,,pending,,
200003751,Order,install,Normal,Copper ONT installation,Pending,1023 Elm St,Austin,AUSTIN,TX,54183,30.571737,-97.610458,2026-01-30 15:45:00,2026-01-30 17:15:00,90,T900138,,,pending,,
200003752,Trouble,,Critical,Network troubleshooting,Pending,7312 Washington St,Los Angeles,LOS ANGELES,CA,20981,33.95294,-117.904196,2025-12-23 13:00:00,2025-12-23 14:30:00,90,T900026,,,pending,,
200003753,Trouble,,Critical,Line repair,In Progress,9874 Oak St,Philadelphia,PHILADELPHIA,PA,92126,39.636785,-75.109773,2025-12-06 13:45:00,2025-12-06 15:45:00,120,T900078,,,pending,,
200003754,Order,install,Normal,Fiber ONT installation,In Progress,984 Main St,Chicago,CHICAGO,IL,68815,41.801863,-87.346104,2025-12-17 13:45:00,2025-12-17 15:45:00,120,T900034,,,pending,,
200003755,Trouble,,Critical,Line repair,In Progress,2527 Main St,San Diego,SAN DIEGO,CA,31332,32.982015,-117.005917,2025-11-17 10:00:00,2025-11-17 11:00:00,60,T900115,,,pending,,
200003756,Trouble,,Critical,Line repair,In Progress,6045 Washington St,Austin,AUSTIN,TX,41539,30.377581,-97.962126,2025-12-04 10:30:00,2025-12-04 11:00:00,30,T900136,,,pending,,
200003757,Trouble,,Low,Network support,Pending,7608 Main St,Phoenix,PHOENIX,AZ,17977,33.753596,-111.844804,2026-01-14 14:45:00,2026-01-14 15:45:00,60,T900074,,,pending,,
200003758,Order,install,Normal,Fiber ONT installation,In Progress,494 Washington St,Phoenix,PHOENIX,AZ,63326,33.716128,-112.268948,2025-12-30 08:15:00,2025-12-30 09:45:00,90,T900074,,,pending,,
200003759,Trouble,,Critical,Line repair,Pending,2711 Washington St,Los Angeles,LOS ANGELES,CA,51753,34.154212,-118.448187,2025-11-27 15:45:00,2025-11-27 16:15:00,30,T900015,,,pending,,
200003760,Trouble,,Low,Network support,Pending,4789 Elm St,Los Angeles,LOS ANGELES,CA,75478,33.744817,-118.544125,2026-01-25 13:00:00,2026-01-25 14:00:00,60,T900026,,,pending,,
200003761,Trouble,,Critical,Network troubleshooting,In Progress,3411 Oak St,Philadelphia,PHILADELPHIA,PA,26987,40.176872,-74.947913,2026-01-12 16:00:00,2026-01-12 17:30:00,90,T900082,,,pending,,
200003762,Order,install,Normal,Fiber ONT installation,Pending,2433 Washington St,Los Angeles,LOS ANGELES,CA,22681,33.74752,-118.482052,2025-12-05 11:15:00,2025-12-05 13:15:00,120,T900017,,,pending,,
200003763,Trouble,,Critical,Network troubleshooting,Pending,2456 Main St,San Diego,SAN DIEGO,CA,79829,32.480445,-117.382793,2026-01-10 11:30:00,2026-01-10 13:30:00,120,T900114,,,pending,,
200003764,Order,install,Normal,Fiber ONT installation,Pending,1329 Main St,Austin,AUSTIN,TX,69625,30.219734,-97.768367,2025-12-20 08:00:00,2025-12-20 09:00:00,60,T900149,,,pending,,
200003765,Trouble,,Critical,Line repair,In Progress,9036 Main St,Houston,HOUSTON,TX,55648,29.498237,-95.411947,2026-01-17 13:45:00,2026-01-17 15:15:00,90,T900047,,,pending,,
200003766,Order,install,Normal,Fiber ONT installation,In Progress,5921 Main St,Dallas,DALLAS,TX,82635,33.022153,-97.129581,2025-12-20 10:00:00,2025-12-20 10:30:00,30,T900128,,,pending,,
200003767,Trouble,,Critical,Line repair,Pending,4205 Main St,Austin,AUSTIN,TX,19350,30.275201,-98.098715,2025-11-18 11:00:00,2025-11-18 12:30:00,90,T900145,,,pending,,
200003768,Trouble,,Low,Network support,Pending,3602 Elm St,San Diego,SAN DIEGO,CA,15021,32.990638,-117.2186,2025-11-26 16:30:00,2025-11-26 18:00:00,90,T900116,,,pending,,
200003769,Trouble,,Low,Network support,Pending,3940 Washington St,San Antonio,SAN ANTONIO,TX,23031,29.389315,-98.360986,2025-12-27 10:30:00,2025-12-27 11:00:00,30,T900090,,,pending,,
200003770,Order,install,Normal,Copper ONT installation,In Progress,6395 Elm St,Philadelphia,PHILADELPHIA,PA,86558,39.737861,-75.402006,2025-12-21 11:30:00,2025-12-21 13:00:00,90,T900085,,,pending,,
200003771,Order,install,Normal,Copper ONT installation,Pending,2071 Main St,Philadelphia,PHILADELPHIA,PA,60377,40.214665,-75.449839,2025-12-16 12:30:00,2025-12-16 14:00:00,90,T900087,,,pending,,
200003772,Trouble,,Low,Network support,Pending,3035 Oak St,San Antonio,SAN ANTONIO,TX,84351,29.611137,-98.763405,2025-11-19 08:15:00,2025-11-19 08:45:00,30,T900095,,,pending,,
200003773,Order,upgrade,Normal,Equipment upgrade,In Progress,3065 Elm St,Los Angeles,LOS ANGELES,CA,22017,34.184051,-117.913757,2026-01-15 10:15:00,2026-01-15 11:15:00,60,T900015,,,pending,,
200003774,Trouble,,Critical,Network troubleshooting,Pending,2712 Elm St,New York,NEW YORK,NY,55598,40.604603,-73.869104,2025-12-04 08:45:00,2025-12-04 09:15:00,30,T900014,,,pending,,
200003775,Order,upgrade,Normal,Equipment upgrade,In Progress,5282 Washington St,Los Angeles,LOS ANGELES,CA,16716,33.932364,-117.898041,2025-11-21 10:15:00,2025-11-21 12:15:00,120,T900026,,,pending,,
200003776,Order,upgrade,Normal,Equipment upgrade,Pending,1297 Main St,Dallas,DALLAS,TX,56524,32.930124,-96.780719,2025-12-09 13:30:00,2025-12-09 15:00:00,90,T900133,,,pending,,
200003777,Trouble,,Low,Network support,Pending,267 Main St,Dallas,DALLAS,TX,36452,32.951576,-96.845952,2026-01-24 08:15:00,2026-01-24 09:15:00,60,T900123,,,pending,,
200003778,Order,upgrade,Normal,Equipment upgrade,Pending,7883 Main St,Dallas,DALLAS,TX,75762,32.829617,-96.661605,2025-11-18 15:45:00,2025-11-18 17:45:00,120,T900123,,,pending,,
200003779,Order,upgrade,Normal,Equipment upgrade,Pending,5201 Main St,San Diego,SAN DIEGO,CA,72664,32.382256,-117.148393,2025-11-12 13:30:00,2025-11-12 14:00:00,30,T900119,,,pending,,
200003780,Order,upgrade,Normal,Equipment upgrade,In Progress,7925 Oak St,San Antonio,SAN ANTONIO,TX,26988,29.42698,-98.278395,2025-11-30 13:45:00,2025-11-30 15:15:00,90,T900104,,,pending,,
200003781,Order,upgrade,Normal,Equipment upgrade,In Progress,1487 Main St,Dallas,DALLAS,TX,61345,32.869294,-97.022485,2025-12-06 14:00:00,2025-12-06 16:00:00,120,T900133,,,pending,,
200003782,Trouble,,Critical,Network troubleshooting,In Progress,9530 Elm St,Austin,AUSTIN,TX,98808,30.072951,-97.393685,2026-01-09 09:30:00,2026-01-09 10:30:00,60,T900147,,,pending,,
200003783,Order,upgrade,Normal,Equipment upgrade,In Progress,1947 Elm St,Phoenix,PHOENIX,AZ,52524,33.327796,-111.786607,2025-11-14 14:15:00,2025-11-14 15:45:00,90,T900066,,,pending,,
200003784,Trouble,,Critical,Network troubleshooting,In Progress,2628 Washington St,Phoenix,PHOENIX,AZ,59565,33.185702,-111.81224,2025-12-10 16:45:00,2025-12-10 17:15:00,30,T900069,,,pending,,
200003785,Trouble,,Low,Network support,Pending,4235 Main St,Houston,HOUSTON,TX,51413,29.851927,-95.614034,2025-12-26 13:30:00,2025-12-26 15:00:00,90,T900053,,,pending,,
200003786,Order,install,Normal,Fiber ONT installation,Pending,2894 Elm St,Phoenix,PHOENIX,AZ,11791,33.64148,-111.922584,2025-12-18 13:00:00,2025-12-18 13:30:00,30,T900066,,,pending,,
200003787,Trouble,,Critical,Network troubleshooting,In Progress,7755 Elm St,Houston,HOUSTON,TX,35129,29.993267,-95.082841,2025-11-19 11:30:00,2025-11-19 13:00:00,90,T900052,,,pending,,
200003788,Trouble,,Critical,Line repair,Pending,8207 Oak St,Chicago,CHICAGO,IL,72674,41.662154,-87.354659,2025-12-02 16:30:00,2025-12-02 18:00:00,90,T900042,,,pending,,
200003789,Order,install,Normal,Copper ONT installation,Pending,9537 Main St,Phoenix,PHOENIX,AZ,51680,33.394306,-112.060424,2025-12-27 15:15:00,2025-12-27 16:15:00,60,T900064,,,pending,,
200003790,Order,upgrade,Normal,Equipment upgrade,Pending,889 Washington St,San Diego,SAN DIEGO,CA,38570,33.051427,-117.220553,2025-12-28 10:30:00,2025-12-28 11:30:00,60,T900119,,,pending,,
200003791,Order,install,Normal,Fiber ONT installation,Pending,3656 Washington St,Houston,HOUSTON,TX,61104,29.627882,-95.640385,2026-01-29 09:30:00,2026-01-29 10:00:00,30,T900049,,,pending,,
200003792,Trouble,,Critical,Line repair,In Progress,8391 Oak St,Chicago,CHICAGO,IL,89314,41.653054,-87.528641,2025-12-11 09:15:00,2025-12-11 11:15:00,120,T900042,,,pending,,
200003793,Trouble,,Critical,Network troubleshooting,In Progress,6993 Oak St,San Diego,SAN DIEGO,CA,94648,32.544955,-117.254504,2025-12-25 12:00:00,2025-12-25 14:00:00,120,T900110,,,pending,,
200003794,Trouble,,Critical,Line repair,In Progress,9234 Elm St,Austin,AUSTIN,TX,25852,29.94681,-97.444823,2025-12-23 11:45:00,2025-12-23 12:45:00,60,T900136,,,pending,,
200003795,Order,install,Normal,Fiber ONT installation,In Progress,4105 Main St,Philadelphia,PHILADELPHIA,PA,92353,40.285014,-75.43232,2026-01-27 14:30:00,2026-01-27 16:00:00,90,T900089,,,pending,,
200003796,Trouble,,Critical,Network troubleshooting,In Progress,9134 Oak St,Philadelphia,PHILADELPHIA,PA,40527,40.230924,-75.499529,2026-01-09 08:30:00,2026-01-09 09:00:00,30,T900088,,,pending,,
200003797,Order,install,Normal,Fiber ONT installation,In Progress,8056 Oak St,Dallas,DALLAS,TX,25692,32.519844,-97.045875,2025-12-25 16:30:00,2025-12-25 17:30:00,60,T900123,,,pending,,
200003798,Order,install,Normal,Copper ONT installation,Pending,2043 Washington St,Austin,AUSTIN,TX,73723,30.185682,-97.639694,2025-12-24 10:30:00,2025-12-24 12:00:00,90,T900135,,,pending,,
200003799,Trouble,,Critical,Network troubleshooting,Pending,4335 Main St,New York,NEW YORK,NY,96515,40.885648,-74.098588,2026-01-16 16:15:00,2026-01-16 17:15:00,60,T900003,,,pending,,
200003800,Trouble,,Critical,Network troubleshooting,Pending,7654 Elm St,Los Angeles,LOS ANGELES,CA,63828,34.086116,-118.126658,2026-01-13 14:30:00,2026-01-13 16:30:00,120,T900026,,,pending,,
200003801,Trouble,,Low,Network support,In Progress,979 Elm St,Houston,HOUSTON,TX,81052,29.578257,-95.393757,2025-12-26 16:45:00,2025-12-26 18:45:00,120,T900048,,,pending,,
200003802,Order,upgrade,Normal,Equipment upgrade,Pending,2102 Elm St,Chicago,CHICAGO,IL,14721,42.022222,-87.390334,2025-11-14 13:30:00,2025-11-14 14:30:00,60,T900035,,,pending,,
200003803,Order,upgrade,Normal,Equipment upgrade,Pending,7311 Elm St,Dallas,DALLAS,TX,46674,33.107173,-96.746829,2026-01-05 10:00:00,2026-01-05 11:30:00,90,T900128,,,pending,,
200003804,Trouble,,Critical,Line repair,In Progress,8540 Main St,Houston,HOUSTON,TX,66982,29.847336,-95.0725,2025-12-12 11:15:00,2025-12-12 13:15:00,120,T900046,,,pending,,
200003805,Trouble,,Low,Network support,Pending,9949 Elm St,Los Angeles,LOS ANGELES,CA,74197,34.036983,-118.026556,2026-01-18 10:30:00,2026-01-18 11:30:00,60,T900018,,,pending,,
200003806,Trouble,,Low,Network support,Pending,7701 Elm St,Houston,HOUSTON,TX,39528,29.656075,-95.135996,2025-12-18 11:00:00,2025-12-18 12:30:00,90,T900047,,,pending,,
200003807,Trouble,,Low,Network support,Pending,3584 Main St,Dallas,DALLAS,TX,83489,33.062896,-96.557366,2025-12-27 16:15:00,2025-12-27 17:15:00,60,T900130,,,pending,,
200003808,Order,install,Normal,Copper ONT installation,Pending,8931 Washington St,New York,NEW YORK,NY,34748,40.987141,-73.658812,2025-12-04 11:00:00,2025-12-04 12:30:00,90,T900005,,,pending,,
200003809,Trouble,,Critical,Network troubleshooting,Pending,641 Main St,New York,NEW YORK,NY,59383,40.522968,-73.98747,2026-01-16 10:45:00,2026-01-16 12:45:00,120,T900014,,,pending,,
200003810,Order,install,Normal,Fiber ONT installation,Pending,4106 Elm St,San Diego,SAN DIEGO,CA,68620,32.840521,-117.511224,2025-11-13 11:30:00,2025-11-13 12:30:00,60,T900112,,,pending,,
200003811,Order,install,Normal,Copper ONT installation,In Progress,9845 Washington St,Dallas,DALLAS,TX,77220,32.643064,-96.916668,2026-01-26 13:00:00,2026-01-26 13:30:00,30,T900128,,,pending,,
200003812,Order,install,Normal,Fiber ONT installation,Pending,5431 Oak St,Houston,HOUSTON,TX,90088,29.492577,-95.144408,2025-12-01 13:15:00,2025-12-01 15:15:00,120,T900049,,,pending,,
200003813,Order,upgrade,Normal,Equipment upgrade,In Progress,4705 Elm St,Los Angeles,LOS ANGELES,CA,16872,34.01108,-118.273705,2025-12-06 10:15:00,2025-12-06 11:15:00,60,T900018,,,pending,,
200003814,Order,upgrade,Normal,Equipment upgrade,Pending,4350 Elm St,Phoenix,PHOENIX,AZ,22307,33.22678,-111.879276,2026-01-14 11:15:00,2026-01-14 13:15:00,120,T900073,,,pending,,
200003815,Trouble,,Critical,Network troubleshooting,Pending,6641 Washington St,New York,NEW YORK,NY,61584,40.836643,-74.106127,2025-12-30 11:15:00,2025-12-30 13:15:00,120,T900002,,,pending,,
200003816,Order,install,Normal,Fiber ONT installation,In Progress,5010 Oak St,Los Angeles,LOS ANGELES,CA,15028,34.3116,-118.600252,2025-11-16 15:15:00,2025-11-16 17:15:00,120,T900017,,,pending,,
200003817,Order,install,Normal,Copper ONT installation,Pending,3591 Washington St,Dallas,DALLAS,TX,20128,32.949119,-96.772878,2026-01-17 11:30:00,2026-01-17 12:00:00,30,T900128,,,pending,,
200003818,Order,install,Normal,Copper ONT installation,In Progress,9533 Oak St,Houston,HOUSTON,TX,60126,30.103214,-95.2901,2025-11-20 10:45:00,2025-11-20 12:15:00,90,T900048,,,pending,,
200003819,Trouble,,Low,Network support,Pending,6558 Washington St,Chicago,CHICAGO,IL,77492,41.82629,-87.612916,2026-01-18 08:45:00,2026-01-18 09:45:00,60,T900035,,,pending,,
200003820,Order,install,Normal,Fiber ONT installation,In Progress,2220 Washington St,San Diego,SAN DIEGO,CA,37837,32.982559,-116.99187,2025-12-22 08:45:00,2025-12-22 09:15:00,30,T900113,,,pending,,
200003821,Trouble,,Low,Network support,Pending,8731 Washington St,Philadelphia,PHILADELPHIA,PA,68437,40.1515,-74.937154,2025-12-23 13:00:00,2025-12-23 13:30:00,30,T900087,,,pending,,
200003822,Order,install,Normal,Copper ONT installation,Pending,7207 Main St,Chicago,CHICAGO,IL,86933,42.019363,-87.811942,2025-11-27 16:15:00,2025-11-27 16:45:00,30,T900036,,,pending,,
200003823,Trouble,,Low,Network support,Pending,2937 Main St,Houston,HOUSTON,TX,71829,29.877194,-95.171812,2026-01-18 12:00:00,2026-01-18 13:30:00,90,T900055,,,pending,,
200003824,Order,install,Normal,Fiber ONT installation,Pending,4189 Oak St,Houston,HOUSTON,TX,31321,30.049285,-95.010213,2025-12-31 11:15:00,2025-12-31 11:45:00,30,T900049,,,pending,,
200003825,Trouble,,Critical,Network troubleshooting,Pending,7548 Oak St,Chicago,CHICAGO,IL,44997,42.165699,-87.273144,2025-11-27 09:45:00,2025-11-27 11:45:00,120,T900033,,,pending,,
200003826,Order,install,Normal,Copper ONT installation,Pending,4699 Main St,San Antonio,SAN ANTONIO,TX,66404,29.37355,-98.320817,2025-11-20 13:45:00,2025-11-20 15:45:00,120,T900091,,,pending,,
200003827,Trouble,,Critical,Network troubleshooting,In Progress,8824 Elm St,Los Angeles,LOS ANGELES,CA,46516,33.709738,-118.378061,2025-11-30 10:30:00,2025-11-30 11:30:00,60,T900027,,,pending,,
