Dispatch_id,Ticket_type,Order_type,Priority,Required_skill,Status,Street,City,County,State,Postal_code,Customer_latitude,Customer_longitude,Appointment_start_datetime,Appointment_end_datetime,Duration_min,Assigned_technician_id,Optimized_technician_id,Resolution_type,Optimization_status,Optimization_timestamp,Optimization_confidence,Appointment_start_time,Appointment_date,Initial_confidence,Initial_success_prob,Initial_predicted_duration_min,Initial_workload_ratio,Initial_distance_km,Predicted_success_prob,Optimized_predicted_duration_min,Fallback_level,Optimized_workload_ratio,Optimized_distance_km,Confidence_improvement,Success_prob_improvement,Duration_change,Workload_ratio_change,Distance_change_km
200000288,Trouble,,Critical,Network troubleshooting,Pending,9797 Oak St,Dallas,DALLAS,TX,54529,32.50362,-97.065956,2025-11-16 08:15:00,2025-11-16 09:15:00,60,T900127,T900131,,completed,2025-11-19 10:41:53,0.482,2025-11-16 08:15:00,2025-11-16,0.551,0.637,67.0,0.571,18.35,0.573,68.1,ml_based,1.0,17.74,-0.06900000000000006,-0.06400000000000006,1.0999999999999943,0.42900000000000005,-0.610000000000003
200000289,Order,install,Normal,Copper ONT installation,In Progress,2467 Oak St,Phoenix,PHOENIX,AZ,19551,33.234467,-111.80816,2025-11-28 14:45:00,2025-11-28 16:15:00,90,T900067,T900067,,completed,2025-11-19 10:41:53,0.094,2025-11-28 14:45:00,2025-11-28,0.15,0.595,47.4,0.625,62.7,0.55,47.4,ml_based,0.875,62.7,-0.055999999999999994,-0.04499999999999993,0.0,0.25,0.0
200000290,Order,install,Normal,Copper ONT installation,Pending,4298 Washington St,Los Angeles,LOS ANGELES,CA,55716,33.942623,-118.204216,2026-01-29 15:00:00,2026-01-29 16:30:00,90,T900027,T900016,,completed,2025-11-19 10:41:53,0.146,2026-01-29 15:00:00,2026-01-29,0.264,0.484,60.0,0.833,33.6,0.539,85.6,ml_based,0.714,36.27,-0.11800000000000002,0.05500000000000005,25.599999999999994,-0.119,2.6700000000000017
200000291,Order,install,Normal,Fiber ONT installation,Pending,5436 Elm St,Houston,HOUSTON,TX,85962,29.957798,-95.16452,2026-01-12 11:15:00,2026-01-12 12:45:00,90,T900051,T900049,,completed,2025-11-19 10:41:53,0.475,2026-01-12 11:15:00,2026-01-12,0.485,0.504,63.5,0.8,16.27,0.583,68.8,ml_based,0.75,25.99,-0.010000000000000009,0.07899999999999996,5.299999999999997,-0.050000000000000044,9.719999999999999
200000292,Trouble,,Critical,Line repair,In Progress,6498 Elm St,Houston,HOUSTON,TX,64901,29.590958,-95.27077,2025-11-24 08:15:00,2025-11-24 09:15:00,60,T900059,T900048,,completed,2025-11-19 10:41:53,0.654,2025-11-24 08:15:00,2025-11-24,0.531,0.628,65.6,0.5,22.42,0.583,66.3,ml_based,0.8,5.09,0.123,-0.04500000000000004,0.7000000000000028,0.30000000000000004,-17.330000000000002
200000293,Order,install,Normal,Copper ONT installation,In Progress,8674 Main St,San Diego,SAN DIEGO,CA,69246,32.462997,-116.99611,2025-12-13 11:00:00,2025-12-13 13:00:00,120,T900111,T900110,,completed,2025-11-19 10:41:53,0.129,2025-12-13 11:00:00,2025-12-13,0.147,0.573,60.7,1.0,37.75,0.535,68.9,ml_based,0.833,54.43,-0.017999999999999988,-0.03799999999999992,8.200000000000003,-0.16700000000000004,16.68
200000294,Trouble,,Low,Network support,In Progress,9597 Elm St,San Antonio,SAN ANTONIO,TX,66496,29.38818,-98.18187,2025-12-15 11:45:00,2025-12-15 12:15:00,30,T900098,T900099,,completed,2025-11-19 10:41:53,0.734,2025-12-15 11:45:00,2025-12-15,0.603,0.563,52.5,0.0,33.12,0.602,61.8,ml_based,0.5,5.55,0.131,0.039000000000000035,9.299999999999997,0.5,-27.569999999999997
200000295,Trouble,,Critical,Network troubleshooting,In Progress,3687 Oak St,Los Angeles,LOS ANGELES,CA,71258,34.157,-118.30407,2025-11-25 08:45:00,2025-11-25 10:45:00,120,T900027,T900022,,completed,2025-11-19 10:41:53,0.044,2025-11-25 08:45:00,2025-11-25,0.568,0.499,51.0,0.833,8.19,0.535,51.0,ml_based,1.0,39.97,-0.5239999999999999,0.03600000000000003,0.0,0.16700000000000004,31.78
200000296,Order,install,Normal,Copper ONT installation,In Progress,2974 Main St,Houston,HOUSTON,TX,80388,29.754896,-95.34806,2025-12-27 10:15:00,2025-12-27 12:15:00,120,T900055,T900054,,completed,2025-11-19 10:41:53,0.05,2025-12-27 10:15:00,2025-12-27,0.398,0.459,51.9,0.857,21.6,0.573,63.1,ml_based,1.0,31.9,-0.34800000000000003,0.11399999999999993,11.200000000000003,0.14300000000000002,10.299999999999997
200000297,Order,install,Normal,Copper ONT installation,Pending,9701 Elm St,Chicago,CHICAGO,IL,57021,41.98972,-87.770485,2025-11-25 08:45:00,2025-11-25 09:15:00,30,T900034,T900036,,completed,2025-11-19 10:41:53,0.444,2025-11-25 08:45:00,2025-11-25,0.852,0.717,51.0,0.125,8.16,0.565,51.2,ml_based,1.0,16.44,-0.408,-0.15200000000000002,0.20000000000000284,0.875,8.280000000000001
200000298,Order,upgrade,Normal,Equipment upgrade,In Progress,9067 Oak St,Austin,AUSTIN,TX,45873,30.277016,-97.71634,2026-01-03 12:15:00,2026-01-03 13:15:00,60,T900136,T900149,,completed,2025-11-19 10:41:53,0.079,2026-01-03 12:15:00,2026-01-03,0.346,0.555,67.8,0.875,25.35,0.535,60.1,ml_based,1.125,27.32,-0.26699999999999996,-0.020000000000000018,-7.699999999999996,0.25,1.9699999999999989
200000299,Trouble,,Critical,Network troubleshooting,In Progress,2074 Oak St,Phoenix,PHOENIX,AZ,39699,33.591812,-112.0164,2025-12-08 10:15:00,2025-12-08 11:15:00,60,T900074,T900063,,completed,2025-11-19 10:41:53,0.242,2025-12-08 10:15:00,2025-12-08,0.492,0.724,54.4,0.4,28.99,0.524,42.2,ml_based,0.8,31.7,-0.25,-0.19999999999999996,-12.199999999999996,0.4,2.710000000000001
200000300,Trouble,,Low,Network support,In Progress,387 Washington St,Dallas,DALLAS,TX,78831,32.66377,-96.91968,2025-11-25 13:15:00,2025-11-25 14:45:00,90,T900126,T900122,,completed,2025-11-19 10:41:53,0.396,2025-11-25 13:15:00,2025-11-25,0.221,0.562,52.5,1.0,31.56,0.554,44.8,ml_based,1.0,17.75,0.17500000000000002,-0.008000000000000007,-7.700000000000003,0.0,-13.809999999999999
200000301,Order,install,Normal,Copper ONT installation,In Progress,8801 Elm St,Phoenix,PHOENIX,AZ,79648,33.267483,-112.14794,2026-01-30 08:00:00,2026-01-30 09:30:00,90,T900067,T900067,,completed,2025-11-19 10:41:53,0.05,2026-01-30 08:00:00,2026-01-30,0.237,0.595,59.9,0.625,42.76,0.526,59.9,ml_based,1.0,42.76,-0.187,-0.06899999999999995,0.0,0.375,0.0
200000302,Trouble,,Low,Network support,In Progress,7101 Oak St,New York,NEW YORK,NY,77389,40.736088,-74.17673,2025-12-21 10:00:00,2025-12-21 11:30:00,90,T900012,T900002,,completed,2025-11-19 10:41:53,0.173,2025-12-21 10:00:00,2025-12-21,0.497,0.619,70.0,0.0,41.9,0.543,73.4,ml_based,1.0,34.52,-0.324,-0.07599999999999996,3.4000000000000057,1.0,-7.3799999999999955
200000303,Order,upgrade,Normal,Equipment upgrade,Pending,4534 Main St,Philadelphia,PHILADELPHIA,PA,66890,40.191914,-75.147964,2026-01-07 10:30:00,2026-01-07 12:30:00,120,T900089,T900077,,completed,2025-11-19 10:41:53,0.628,2026-01-07 10:30:00,2026-01-07,0.618,0.548,49.9,0.429,17.57,0.668,24.0,ml_based,0.4,19.41,0.010000000000000009,0.12,-25.9,-0.02899999999999997,1.8399999999999999
200000304,Order,install,Normal,Fiber ONT installation,Pending,8096 Elm St,New York,NEW YORK,NY,97757,40.471825,-73.94201,2025-11-22 11:15:00,2025-11-22 12:45:00,90,T900007,T900005,,completed,2025-11-19 10:41:53,0.327,2025-11-22 11:15:00,2025-11-22,0.0,0.517,55.8,1.0,56.89,0.543,52.0,ml_based,1.0,32.73,0.327,0.026000000000000023,-3.799999999999997,0.0,-24.160000000000004
200000305,Trouble,,Low,Network support,In Progress,9939 Main St,Houston,HOUSTON,TX,79626,29.893257,-95.5458,2026-01-06 14:00:00,2026-01-06 14:30:00,30,T900055,T900055,,completed,2025-11-19 10:41:53,0.611,2026-01-06 14:00:00,2026-01-06,0.62,0.623,54.9,0.857,3.13,0.593,54.9,ml_based,1.0,3.13,-0.009000000000000008,-0.030000000000000027,0.0,0.14300000000000002,0.0
200000306,Order,upgrade,Normal,Equipment upgrade,Pending,1838 Main St,Austin,AUSTIN,TX,98285,30.125788,-97.701965,2025-12-20 16:30:00,2025-12-20 18:30:00,120,T900149,T900139,,completed,2025-11-19 10:41:53,0.459,2025-12-20 16:30:00,2025-12-20,0.178,0.61,52.2,0.75,43.5,0.534,59.0,ml_based,0.875,14.27,0.281,-0.07599999999999996,6.799999999999997,0.125,-29.23
200000307,Trouble,,Low,Network support,Pending,4360 Main St,Chicago,CHICAGO,IL,35702,41.859005,-87.43324,2025-12-02 15:45:00,2025-12-02 17:45:00,120,T900044,T900041,,completed,2025-11-19 10:41:53,0.197,2025-12-02 15:45:00,2025-12-02,0.437,0.478,34.1,0.833,19.12,0.564,45.6,ml_based,0.571,44.06,-0.24,0.08599999999999997,11.5,-0.262,24.94
200000308,Trouble,,Critical,Line repair,Pending,4012 Washington St,Phoenix,PHOENIX,AZ,23075,33.611355,-112.31045,2025-12-23 11:15:00,2025-12-23 11:45:00,30,T900064,T900065,,completed,2025-11-19 10:41:53,0.351,2025-12-23 11:15:00,2025-12-23,0.137,0.567,48.4,1.0,38.62,0.515,42.0,ml_based,1.143,18.55,0.21399999999999997,-0.051999999999999935,-6.399999999999999,0.14300000000000002,-20.069999999999997
200000309,Trouble,,Low,Network support,In Progress,4806 Washington St,Austin,AUSTIN,TX,84505,29.953354,-97.63175,2025-11-23 13:00:00,2025-11-23 14:00:00,60,T900137,T900143,,completed,2025-11-19 10:41:53,0.55,2025-11-23 13:00:00,2025-11-23,0.486,0.694,74.4,0.25,34.49,0.482,44.3,ml_based,0.75,18.85,0.06400000000000006,-0.21199999999999997,-30.10000000000001,0.5,-15.64
200000310,Trouble,,Low,Network support,Pending,8461 Oak St,Dallas,DALLAS,TX,55149,32.811577,-96.975105,2025-12-16 08:00:00,2025-12-16 09:30:00,90,T900123,T900125,,completed,2025-11-19 10:41:53,0.465,2025-12-16 08:00:00,2025-12-16,0.271,0.501,46.5,1.0,27.4,0.533,43.1,ml_based,0.75,18.7,0.194,0.03200000000000003,-3.3999999999999986,-0.25,-8.7
200000311,Order,install,Normal,Copper ONT installation,Pending,4613 Elm St,Philadelphia,PHILADELPHIA,PA,77772,40.210903,-74.84926,2025-12-28 10:15:00,2025-12-28 11:45:00,90,T900082,T900086,,completed,2025-11-19 10:41:53,0.594,2025-12-28 10:15:00,2025-12-28,0.559,0.77,61.4,0.125,32.54,0.629,62.7,ml_based,0.375,28.99,0.03499999999999992,-0.14100000000000001,1.3000000000000043,0.25,-3.5500000000000007
200000312,Order,upgrade,Normal,Equipment upgrade,Pending,1491 Washington St,Phoenix,PHOENIX,AZ,60380,33.540447,-111.78855,2025-11-14 16:00:00,2025-11-14 17:00:00,60,T900065,T900060,,completed,2025-11-19 10:41:53,0.272,2025-11-14 16:00:00,2025-11-14,0.204,0.583,48.2,0.714,42.52,0.521,46.6,ml_based,0.875,31.45,0.06800000000000003,-0.061999999999999944,-1.6000000000000014,0.16100000000000003,-11.070000000000004
200000313,Trouble,,Low,Network support,In Progress,2153 Oak St,Chicago,CHICAGO,IL,37623,41.8707,-87.59582,2026-01-19 09:30:00,2026-01-19 11:00:00,90,T900032,T900041,,completed,2025-11-19 10:41:53,0.146,2026-01-19 09:30:00,2026-01-19,0.605,0.515,38.1,0.2,26.27,0.539,61.1,ml_based,0.714,32.18,-0.45899999999999996,0.02400000000000002,23.0,0.514,5.91
200000314,Order,upgrade,Normal,Equipment upgrade,In Progress,3192 Oak St,Phoenix,PHOENIX,AZ,35779,33.64179,-112.1737,2025-12-08 15:15:00,2025-12-08 16:15:00,60,T900065,T900068,,completed,2025-11-19 10:41:53,0.27,2025-12-08 15:15:00,2025-12-08,0.458,0.583,49.6,0.714,21.39,0.512,48.1,ml_based,1.0,27.59,-0.188,-0.07099999999999995,-1.5,0.28600000000000003,6.199999999999999
200000315,Trouble,,Critical,Network troubleshooting,In Progress,2276 Main St,San Antonio,SAN ANTONIO,TX,40918,29.223423,-98.79495,2026-01-03 15:30:00,2026-01-03 16:30:00,60,T900093,T900095,,completed,2025-11-19 10:41:53,0.536,2026-01-03 15:30:00,2026-01-03,0.649,0.715,50.8,0.5,12.62,0.633,55.4,ml_based,0.714,20.36,-0.11299999999999999,-0.08199999999999996,4.600000000000001,0.21399999999999997,7.74
200000316,Trouble,,Critical,Line repair,In Progress,2940 Oak St,Dallas,DALLAS,TX,54441,32.548183,-96.68467,2026-01-27 09:15:00,2026-01-27 10:45:00,90,T900132,T900128,,completed,2025-11-19 10:41:53,0.477,2026-01-27 09:15:00,2026-01-27,0.784,0.661,65.0,0.0,18.01,0.563,71.0,ml_based,0.8,24.63,-0.30700000000000005,-0.09800000000000009,6.0,0.8,6.619999999999997
200000317,Trouble,,Critical,Line repair,Pending,508 Washington St,San Diego,SAN DIEGO,CA,16917,32.884518,-116.82033,2026-01-01 15:30:00,2026-01-01 16:30:00,60,T900112,T900115,,completed,2025-11-19 10:41:53,0.488,2026-01-01 15:30:00,2026-01-01,0.0,0.345,72.8,1.0,62.22,0.535,76.1,ml_based,1.125,13.62,0.488,0.19000000000000006,3.299999999999997,0.125,-48.6
200000318,Trouble,,Critical,Network troubleshooting,In Progress,5994 Washington St,Philadelphia,PHILADELPHIA,PA,66571,39.60672,-75.04297,2025-12-24 14:00:00,2025-12-24 15:00:00,60,T900088,T900082,,completed,2025-11-19 10:41:53,0.07,2025-12-24 14:00:00,2025-12-24,0.399,0.661,43.5,0.143,45.34,0.636,49.9,ml_based,0.875,69.56,-0.329,-0.025000000000000022,6.399999999999999,0.732,24.22
200000319,Order,install,Normal,Fiber ONT installation,In Progress,9011 Washington St,Houston,HOUSTON,TX,21021,29.801739,-95.36943,2026-01-27 15:30:00,2026-01-27 17:30:00,120,T900051,T900045,,completed,2025-11-19 10:41:53,0.418,2026-01-27 15:30:00,2026-01-27,0.433,0.504,61.6,0.8,20.54,0.564,66.5,ml_based,0.857,14.04,-0.015000000000000013,0.05999999999999994,4.899999999999999,0.05699999999999994,-6.5
200000320,Order,upgrade,Normal,Equipment upgrade,In Progress,3239 Main St,Austin,AUSTIN,TX,17201,30.15288,-97.53407,2025-11-15 13:00:00,2025-11-15 14:00:00,60,T900149,T900135,,completed,2025-11-19 10:41:53,0.084,2025-11-15 13:00:00,2025-11-15,0.12,0.609,52.2,0.75,48.33,0.527,64.1,ml_based,0.875,36.55,-0.03599999999999999,-0.08199999999999996,11.899999999999991,0.125,-11.780000000000001
200000321,Order,upgrade,Normal,Equipment upgrade,Pending,3707 Washington St,San Diego,SAN DIEGO,CA,72782,32.616756,-116.93279,2026-01-22 11:30:00,2026-01-22 13:30:00,120,T900111,T900119,,completed,2025-11-19 10:41:53,0.062,2026-01-22 11:30:00,2026-01-22,0.353,0.562,75.6,1.0,20.55,0.526,65.9,ml_based,1.143,42.31,-0.291,-0.03600000000000003,-9.699999999999989,0.14300000000000002,21.76
200000322,Order,upgrade,Normal,Equipment upgrade,Pending,9025 Oak St,Los Angeles,LOS ANGELES,CA,66463,33.74033,-118.29987,2026-01-23 15:00:00,2026-01-23 16:30:00,90,T900021,T900021,,completed,2025-11-19 10:41:53,0.264,2026-01-23 15:00:00,2026-01-23,0.143,0.525,55.8,1.0,38.1,0.525,55.8,ml_based,1.0,38.1,0.12100000000000002,0.0,0.0,0.0,0.0
200000323,Trouble,,Low,Network support,In Progress,4079 Washington St,Los Angeles,LOS ANGELES,CA,50860,34.11542,-118.287285,2026-01-09 16:00:00,2026-01-09 17:00:00,60,T900022,T900029,,completed,2025-11-19 10:41:53,0.423,2026-01-09 16:00:00,2026-01-09,0.577,0.591,49.8,0.0,35.23,0.535,56.1,ml_based,0.833,14.93,-0.15399999999999997,-0.05599999999999994,6.300000000000004,0.833,-20.299999999999997
200000324,Order,upgrade,Normal,Equipment upgrade,In Progress,2962 Main St,Los Angeles,LOS ANGELES,CA,16770,33.92316,-117.9095,2026-01-12 13:45:00,2026-01-12 14:15:00,30,T900016,T900025,,completed,2025-11-19 10:41:53,0.074,2026-01-12 13:45:00,2026-01-12,0.435,0.571,90.4,0.429,32.8,0.506,60.6,ml_based,1.125,45.94,-0.361,-0.06499999999999995,-29.800000000000004,0.696,13.14
200000325,Order,install,Normal,Copper ONT installation,Pending,2664 Oak St,Los Angeles,LOS ANGELES,CA,60537,33.84175,-118.493225,2026-01-14 11:15:00,2026-01-14 11:45:00,30,T900018,T900028,,completed,2025-11-19 10:41:53,0.592,2026-01-14 11:15:00,2026-01-14,0.466,0.763,81.3,0.25,36.2,0.519,55.4,ml_based,1.0,5.52,0.12599999999999995,-0.244,-25.9,0.75,-30.680000000000003
200000326,Trouble,,Critical,Line repair,Pending,1643 Oak St,New York,NEW YORK,NY,38536,40.57526,-73.673515,2026-01-18 10:45:00,2026-01-18 11:15:00,30,T900009,T900000,,completed,2025-11-19 10:41:53,0.531,2026-01-18 10:45:00,2026-01-18,0.599,0.591,73.0,0.0,33.42,0.549,61.2,ml_based,0.714,20.09,-0.06799999999999995,-0.041999999999999926,-11.799999999999997,0.714,-13.330000000000002
200000327,Trouble,,Critical,Network troubleshooting,Pending,9194 Main St,Dallas,DALLAS,TX,89629,32.451942,-96.9764,2025-11-25 09:00:00,2025-11-25 10:00:00,60,T900123,T900127,,completed,2025-11-19 10:41:53,0.426,2025-11-25 09:00:00,2025-11-25,0.0,0.532,54.1,1.0,60.57,0.554,47.9,ml_based,1.0,22.9,0.426,0.02200000000000002,-6.200000000000003,0.0,-37.67
200000328,Order,upgrade,Normal,Equipment upgrade,Pending,5106 Elm St,Chicago,CHICAGO,IL,70636,41.54069,-87.35517,2026-01-31 14:30:00,2026-01-31 15:30:00,60,T900037,T900032,,completed,2025-11-19 10:41:53,0.702,2026-01-31 14:30:00,2026-01-31,0.796,0.73,56.9,0.25,8.67,0.558,44.1,ml_based,0.4,18.33,-0.09400000000000008,-0.17199999999999993,-12.799999999999997,0.15000000000000002,9.659999999999998
200000329,Order,install,Normal,Fiber ONT installation,Pending,7854 Main St,San Diego,SAN DIEGO,CA,20882,32.42874,-117.36391,2026-01-14 13:00:00,2026-01-14 14:30:00,90,T900113,T900110,,completed,2025-11-19 10:41:53,0.0,2026-01-14 13:00:00,2026-01-14,0.0,0.609,72.7,1.0,61.93,0.504,75.2,ml_based,1.0,68.37,0.0,-0.10499999999999998,2.5,0.0,6.440000000000005
200000330,Order,install,Normal,Fiber ONT installation,In Progress,2681 Washington St,New York,NEW YORK,NY,13019,40.820133,-73.770775,2025-11-14 10:00:00,2025-11-14 11:30:00,90,T900000,T900013,,completed,2025-11-19 10:41:53,0.425,2025-11-14 10:00:00,2025-11-14,0.664,0.588,67.6,0.429,13.69,0.543,56.1,ml_based,1.0,20.17,-0.23900000000000005,-0.04499999999999993,-11.499999999999993,0.571,6.480000000000002
200000331,Order,upgrade,Normal,Equipment upgrade,In Progress,6282 Washington St,Chicago,CHICAGO,IL,57831,41.963875,-87.636154,2025-12-14 12:00:00,2025-12-14 14:00:00,120,T900032,T900030,,completed,2025-11-19 10:41:53,0.044,2025-12-14 12:00:00,2025-12-14,0.485,0.592,40.5,0.2,36.26,0.549,59.5,ml_based,1.0,40.14,-0.441,-0.04299999999999993,19.0,0.8,3.8800000000000026
200000332,Order,install,Normal,Fiber ONT installation,In Progress,3374 Washington St,San Diego,SAN DIEGO,CA,14120,32.58308,-117.45314,2025-12-24 10:45:00,2025-12-24 12:15:00,90,T900110,T900105,,completed,2025-11-19 10:41:53,0.515,2025-12-24 10:45:00,2025-12-24,0.067,0.535,70.6,0.833,60.3,0.509,70.7,ml_based,1.0,6.29,0.448,-0.026000000000000023,0.10000000000000853,0.16700000000000004,-54.01
200000333,Order,install,Normal,Copper ONT installation,In Progress,7891 Oak St,Austin,AUSTIN,TX,25039,30.412477,-97.55434,2025-12-09 15:00:00,2025-12-09 16:30:00,90,T900148,T900136,,completed,2025-11-19 10:41:53,0.077,2025-12-09 15:00:00,2025-12-09,0.244,0.576,58.9,0.8,36.36,0.522,60.6,ml_based,1.125,41.3,-0.16699999999999998,-0.05399999999999994,1.7000000000000028,0.32499999999999996,4.939999999999998
200000334,Trouble,,Critical,Line repair,In Progress,8263 Main St,Philadelphia,PHILADELPHIA,PA,67515,39.920162,-75.16907,2025-12-13 16:15:00,2025-12-13 18:15:00,120,T900087,T900077,,completed,2025-11-19 10:41:53,0.296,2025-12-13 16:15:00,2025-12-13,0.504,0.731,47.1,0.167,35.82,0.649,44.2,ml_based,0.6,27.67,-0.20800000000000002,-0.08199999999999996,-2.8999999999999986,0.43299999999999994,-8.149999999999999
200000335,Trouble,,Critical,Network troubleshooting,In Progress,1751 Main St,Philadelphia,PHILADELPHIA,PA,66204,39.969254,-75.48008,2025-12-10 08:45:00,2025-12-10 09:15:00,30,T900075,T900087,,completed,2025-11-19 10:41:53,0.395,2025-12-10 08:45:00,2025-12-10,0.221,0.362,56.6,1.0,31.61,0.629,42.6,ml_based,0.667,28.02,0.17400000000000002,0.267,-14.0,-0.33299999999999996,-3.59
200000336,Trouble,,Low,Network support,Pending,6147 Washington St,Chicago,CHICAGO,IL,72513,41.798492,-87.56787,2026-01-28 08:30:00,2026-01-28 09:00:00,30,T900044,T900041,,completed,2025-11-19 10:41:53,0.1,2026-01-28 08:30:00,2026-01-28,0.515,0.478,38.5,0.833,12.66,0.514,60.0,ml_based,0.857,39.34,-0.41500000000000004,0.03600000000000003,21.5,0.02400000000000002,26.680000000000003
200000337,Trouble,,Critical,Network troubleshooting,In Progress,4314 Washington St,Dallas,DALLAS,TX,38593,32.859444,-96.82126,2026-01-10 15:00:00,2026-01-10 15:30:00,30,T900133,T900133,,completed,2025-11-19 10:41:53,0.444,2026-01-10 15:00:00,2026-01-10,0.588,0.606,58.3,0.571,15.3,0.553,58.3,ml_based,0.857,15.3,-0.14399999999999996,-0.052999999999999936,0.0,0.28600000000000003,0.0
200000338,Order,install,Normal,Fiber ONT installation,In Progress,7071 Main St,Austin,AUSTIN,TX,94900,30.107092,-97.40151,2026-01-11 16:30:00,2026-01-11 18:30:00,120,T900142,T900145,,completed,2025-11-19 10:41:53,0.341,2026-01-11 16:30:00,2026-01-11,0.052,0.462,72.1,1.0,45.66,0.525,65.3,ml_based,1.0,21.64,0.28900000000000003,0.063,-6.799999999999997,0.0,-24.019999999999996
200000339,Order,upgrade,Normal,Equipment upgrade,In Progress,9265 Oak St,San Antonio,SAN ANTONIO,TX,33508,29.48782,-98.56177,2025-12-09 12:30:00,2025-12-09 13:30:00,60,T900090,T900090,,completed,2025-11-19 10:41:53,0.755,2025-12-09 12:30:00,2025-12-09,0.871,0.682,54.4,0.0,10.77,0.652,54.4,ml_based,0.2,10.77,-0.11599999999999999,-0.030000000000000027,0.0,0.2,0.0
200000340,Trouble,,Critical,Network troubleshooting,Pending,8802 Main St,Austin,AUSTIN,TX,70551,30.124645,-97.89252,2026-01-19 13:15:00,2026-01-19 14:15:00,60,T900147,T900140,,completed,2025-11-19 10:41:53,0.333,2026-01-19 13:15:00,2026-01-19,0.0,0.462,63.5,1.0,52.26,0.516,70.9,ml_based,1.0,24.17,0.333,0.05399999999999999,7.400000000000006,0.0,-28.089999999999996
200000341,Trouble,,Low,Network support,Pending,4158 Main St,Houston,HOUSTON,TX,70975,29.902672,-95.12849,2025-11-22 09:15:00,2025-11-22 10:15:00,60,T900055,T900058,,completed,2025-11-19 10:41:53,0.267,2025-11-22 09:15:00,2025-11-22,0.209,0.623,56.6,0.857,37.32,0.571,83.6,ml_based,0.857,35.43,0.058000000000000024,-0.052000000000000046,26.999999999999993,0.0,-1.8900000000000006
200000342,Trouble,,Critical,Line repair,Pending,7424 Oak St,New York,NEW YORK,NY,83343,40.402428,-74.008934,2026-01-16 09:45:00,2026-01-16 10:15:00,30,T900000,T900001,,completed,2025-11-19 10:41:53,0.393,2026-01-16 09:45:00,2026-01-16,0.386,0.596,69.5,0.429,36.92,0.543,69.5,ml_based,1.143,22.78,0.007000000000000006,-0.052999999999999936,0.0,0.714,-14.14
200000343,Trouble,,Critical,Line repair,Pending,2537 Elm St,Los Angeles,LOS ANGELES,CA,45170,33.800777,-118.584724,2025-12-29 08:30:00,2025-12-29 10:30:00,120,T900025,T900023,,completed,2025-11-19 10:41:53,0.261,2025-12-29 08:30:00,2025-12-29,0.535,0.562,50.8,0.625,17.89,0.524,74.5,ml_based,0.8,54.99,-0.274,-0.038000000000000034,23.700000000000003,0.17500000000000004,37.1
200000344,Order,install,Normal,Copper ONT installation,Pending,4837 Main St,San Antonio,SAN ANTONIO,TX,83851,29.574837,-98.334045,2026-01-07 09:45:00,2026-01-07 11:15:00,90,T900102,T900102,,completed,2025-11-19 10:41:53,0.594,2026-01-07 09:45:00,2026-01-07,0.616,0.647,43.0,0.167,26.48,0.647,43.0,ml_based,0.167,26.48,-0.02200000000000002,0.0,0.0,0.0,0.0
200000345,Order,install,Normal,Fiber ONT installation,In Progress,2534 Elm St,Austin,AUSTIN,TX,76028,30.185575,-97.774796,2025-11-16 16:00:00,2025-11-16 17:30:00,90,T900143,T900139,,completed,2025-11-19 10:41:53,0.351,2025-11-16 16:00:00,2025-11-16,0.875,0.632,50.2,0.0,10.44,0.511,59.0,ml_based,1.0,17.47,-0.524,-0.121,8.799999999999997,1.0,7.029999999999999
200000346,Trouble,,Critical,Network troubleshooting,Pending,2708 Washington St,Dallas,DALLAS,TX,45235,32.91949,-96.84187,2025-12-01 08:00:00,2025-12-01 09:30:00,90,T900127,T900131,,completed,2025-11-19 10:41:53,0.0,2025-12-01 08:00:00,2025-12-01,0.382,0.637,57.3,0.571,32.46,0.543,75.0,ml_based,1.143,42.25,-0.382,-0.09399999999999997,17.700000000000003,0.5720000000000001,9.79
200000347,Trouble,,Critical,Network troubleshooting,Pending,3571 Washington St,San Antonio,SAN ANTONIO,TX,31848,29.35729,-98.15594,2025-12-25 14:00:00,2025-12-25 15:30:00,90,T900104,T900096,,completed,2025-11-19 10:41:53,0.604,2025-12-25 14:00:00,2025-12-25,0.057,0.608,56.1,0.857,50.24,0.624,54.4,ml_based,0.2,27.55,0.5469999999999999,0.016000000000000014,-1.7000000000000028,-0.657,-22.69
200000348,Trouble,,Low,Network support,Pending,142 Main St,Dallas,DALLAS,TX,82593,32.729164,-96.88399,2025-12-03 14:00:00,2025-12-03 16:00:00,120,T900128,T900127,,completed,2025-11-19 10:41:53,0.379,2025-12-03 14:00:00,2025-12-03,0.56,0.503,43.0,0.4,23.3,0.515,52.0,ml_based,1.143,13.08,-0.18100000000000005,0.01200000000000001,9.0,0.743,-10.22
200000349,Trouble,,Critical,Line repair,Pending,2406 Washington St,Houston,HOUSTON,TX,87677,29.840225,-95.1676,2025-12-26 12:15:00,2025-12-26 14:15:00,120,T900058,T900059,,completed,2025-11-19 10:41:53,0.564,2025-12-26 12:15:00,2025-12-26,0.317,0.568,72.4,0.714,33.12,0.583,60.5,ml_based,0.75,12.81,0.24699999999999994,0.015000000000000013,-11.900000000000006,0.03600000000000003,-20.309999999999995
